tokens,labels
mum's home ... hahahhaah thank lord :) ,1
fnaf 4 come holiday :( ,0
actually would beg differ one sometimes less :) #philosophical ,1
:) ,1
ee account still work :( ,0
watching story snapchat kill whats life beach pool week long work bitch :( ,0
abstinence :) ,1
:-( challenge though please check fb page entry rather substitution thanks ,0
i'm frustrate plank time super inconsistent idea i'm wrong :( ,0
2 plan day drain great :) ,1
oh allow vote teen choice award :( say i'm area ,0
audraesar sushi pic tl drive craaaazzyy :( ,0
thanks know cutest love :-) ,1
hope lovely sleep :) mary ,1
can't go back sleep :( ,0
mirror beautiful :( ,0
oh good haha let know think :) ,1
he's always gunna former leeds manager :( ,0
loool :( help ,0
dont get ur hop v high bc might real tho :( ,0
guess im arrest girlfriend :( ,0
thanks friend wonderful friday :) ,1
abby please try help get mum come see london :( ,0
heck that's fair 😂 grow half inch two year :( ,0
:( love ya 2 😭 💖 ,0
get sleep 3 1/2 hour :) ,1
shit :( ,0
home eye aint apartement ,0
toss ladies :) ,1
evil pepper system :( ,0
good bad day god us :-) ,1
pray khamis ... :( ... #kadhafi ,0
sept 4th #rudramadevi #anushka #gunashekar sir :) ,1
yep i'd without ning recommend book thought wow :) think general positivity lead ,1
#climatechange #cc australia's dirtiest power station considers clean energy biomass ... #uniteblue #tcot :-( ,0
:) yeap ,1
happy birthday know wolf birthday :) ,1
check email marketing 24/7 regret buy :) ,1
talk exclusive :( u know carry u want play 😘 ,0
going miami tomorrow :) ,1
followed thanks please followed :( ,0
mm lovely day ... :( ,0
true doubt :( #zayniscomingbackonjuly26 ,0
see yah sunday :) ,1
follow follow u back :) ,1
i'm stay home :( i'm go 3 timing maybe i'm back ,0
7 :) :) :) :) ,1
5am slept :( ,0
can't retweet stuff :( ,0
want icon selfie jack :( ,0
lolliver :( ,0
even anything idek :( ,0
say want lucy go soon lisa oh that's horrible sorry :-) yes back soon please x ,1
leaving airport soon :( wanna go home ,0
oh doedn't sound good :-( ,0
full breakdown material use thorin :d time hunt material work project ,1
ehm close 6 think :) ,1
oooh lovely hope fantastic time :) ,1
hi guy how's go thanks follow great day :) ,1
want make someone happy thats def happiness :) #kunoriforceo #ceo1month ,1
cry real coz bandana cute match dress :( ,0
even know say :( ,0
nothing like us come shuffle :( ,0
yes :( bbq attend ,0
manga cute yet make cry .. :( ,0
mi aunt use dagga water eye ... work wonder :-) ,1
back delhi :( ,0
jgh bond niggs :) ,1
rbi make cage parrot 1ly election commission cag r leave power strip gujarat model complete sad :( ,0
:-) ,1
know pack procrastinate much fun :) plus need outfit sorting ... ,1
want one :( ,0
dang start next week work :( ,0
road trip :d ,1
😀 🔫 r u sure u want b r u h barely survive w tank top :( ,0
stash 3 closer-chasing spec league chase save ... yes ... wall ear :-) ,1
thanks follow enjoy tweet :) let friend _gta_giveaway 624 179 ,1
thanks retweet friend :) ,1
welcome sabah :-) ,1
last time go caerphilly find anywhere sell local cheese :-( ,0
hey come see us summer fine food fair sunday 11am 4pm riding school :) ,1
literally time watch paper town :( ,0
embarrassing moment share secret wrong one :( ,0
5:08 :-( ,0
rain :( make sure get picture soon ,0
pre ordered bo3 get beta activation code go cod website redeem say invalid help :( ,0
chance :( ,0
please love :( ,0
another gem today falcos cool :) #supersmash ,1
cause hate course lol cant decide want change im go take time save maybe travel :) ,1
followed thanks please followed :( ,0
leeds wanna see live :( ,0
oh god one bad heartbreaking episode ever hat :( ,0
great irish literature really inaccessible us without irish :) ,1
apparently 9muses performance cut today >:( ,0
thank shout great friday :) ,1
miss :( ,0
trop tard :( ,0
feel sick :-( ,0
wanna go vidcon :( ,0
park get sunlight ,1
love much :) ,1
saw mention omg sorry :-( ,0
stats day arrive 1 new follower unfollowers :) via ,1
speaker full volume :( ,0
hi make change design hope like :) ,1
fansign take photo expensive :( ,0
that's awful :( son miss physic exam chicken pox give predict grade poor girl ,0
dang :( pon think time finally come otl ,0
know song sing :( ,0
sch get good ... :-( ,0
#psygustokita i'm huge fan latin beauty :-) queen kath asian latin version :-) ,1
bird come join us little fun :) #teamadmicro ,1
best want body :) ,1
woke yo fav tweet make day :) 😂 😂 ,1
heyy :) u rt link tag michael please thank ,1
even though see whole peep show multiple time nothing could prepare netflix remove series 1 7 ... :( ,0
well say delete twitter app 3 week ago literally download sorry :( ,0
like :( ,0
star 5 min try find cynical joke realize cynical one :) ,1
harry forget song add wedding playlist :( louis endlessly blush n bat eye ,0
oh god :( ,0
money belle sebastian ticket sale absolutely kill :( ,0
:( disgust piece shit .. amazing mother mateo brooklyn lucky 💗 deserve ,0
thanks share enjoy app wishing wicked weekend :) ,1
hiya email web exec loryn.good-chamber.co.uk able help :) ,1
:) zayn :) ,1
far lfc fan make expert spot mental weakness lack consistency :-) ,1
close enough 👯 hmmmm :) ,1
every 4 year :) ,1
ok good hear keep :-) ,1
i'm gonna miss tweet tl :( always u come back ,0
stage time portsmouth live :) x ,1
sad reason suck u dunno stop sad u gotta chill ur room listen music b alone :( ,0
feel :( ,0
mean literally sir :-) jr develop property along hsr line create user base ,1
2 people dead :( ,0
even think :) ,1
come online babe :( ,0
thanks follow great day :) ,1
hate get enough sleep :( baby wake 300 time night always feel like fall asleep work 😔 ,0
feel well :( ,0
i'm play brain dots #braindots ,1
looking forward :-) ks ,1
order receive hub near look like deliver today :( 1/2 ,0
“ mouth ’ translate thing heart say ” :( ,0
cant watch hxh place besides youtube vids like top 10 badass killua scene :) im suffering ,1
many thanks :) via ,1
they're except two kill people ene ,0
tired grumpy today hate miss exercise make feel much good go combat holiday :( ,0
yes friendly contest loser buy drink :) ,1
:( ,0
miss pleasanton friends :( ,0
know fml :( ,0
#crowdfunding campaign get goal walk dream help us :) ,1
i'm winter boot :( ,0
didnt get finish chopped :( ,0
never fan never pair i'm gonna wear typical colour shoe it'll cortez superstars :) ,1
remember someone :) ♫ see feat charlie puth wiz khalifa — ,1
yeah ... :( ,0
monte doa header :d ,1
amelia didnt stalk twitter :( ,0
yup .. think go sale 8 wnt sale 9:30 buy 9:48 ... :( ,0
capeee :( ,0
senpai >:( look buttsex ,0
want :( ,0
sure :) ,1
#followfriday top engage member community week :) ,1
hi dylan tyler :) ♡ ♡ ♡ ,1
seed 3 beat seed 9 solar 6-5 show thank :) ,1
love :( ,0
people :( r u ,0
dublin :( i'm sorry know feel thing sorta happen ,0
sure go cuss teenage girl post video i'm sure feedback amazing :) ,1
heart rate ridiculous today :( ,0
people change always good :( ,0
denis vagina rly :d poor thing :d ,1
hi may request promo code pls tried use iwantin get reject :( ,0
shit .. suggest na suck muna :( know hard nurse important right ,0
hello :-) walk city install application zonzofox click link free ;-) ,1
i'm give coworker four minute call :) ,1
i'm also move tomorrow good luck :-) ,1
good :) ,1
suite life zack cody :-) ,1
:( want get least little bit old stuff xd ,0
hello :) get youth job opportunities follow ,1
cold :( ,0
nearly 50 dead 100 wound report bomb attack #iraq one week 300 human kill :( ,0
i'm hungry cant make food since brother sleep living room >:( ,0
thts depress :-( ,0
woohoo welcome aboard lani great graze us :) ,1
look like lot fun hope many good takeaway today :) ,1
beginning line-up :) leave line-up ,1
#docopenhagen horse :( ,0
what's wrong :( ,0
aw :( make monday ,0
hallo twitter :d ,1
oh really :( saw gif post see really happy maybe people who'd happy naruhina ,0
quick blood test ever arm hurt :( ,0
wait we're youtube comment section video slightly mention science :) ,1
laguna :) see ,1
nice :) ,1
reason i'm always always overweight ... sigeg habhab :( masud pa kaha ko akong un … ,0
ishal mi :( ,0
hi see u like fourfiveseconds think u might like deaf ears plz let know u think :) ,1
i'm already bad day :-( ,0
itunes i'm waiting #notanapology :( ,0
nice line :-) :-) ,1
need stop look old soccer picture :( ,0
thank lovely weekend everyone :-) ,1
ask bos raise hand ladder tell climb ladder success :-( ,0
nice rainy walk work stopped look rain river saw kingfisher :) ,1
actually make cry disgust actual fuck im disgust i've see poor people :( ,0
saw nice mehendi design someone's picture dash can't find bookmark >:( ,0
aww love kind men :) ,1
good ... that's 2 1/2 inch get nw meck lol :( ,0
sadkaay tharkness peak :) ,1
mine :( ,0
hah ... thousand lie :d ,1
vidcon :( ,0
pre-ordered pixar's inside steelbook :d ,1
doin ok :( ,0
watch match till late night y'day .. :d ,1
phone shit always run memory :( ... 2 many nude ,0
miss :( ,0
ummm find :( ,0
i've want panda like 3 day :( ,0
great end work week sunshine low humidity 87 changes weekend details :) ,1
lemme cover u lipstick n cran vodka :-) ,1
#masaantoday #masaantoday a4 ... shweta tripathi #masaantoday #masaantoday :-) .. ,1
oh lovely lovelayyy thanks ok kidney .. want anyway :p ,1
com insonia :( ,0
get one think previous one :( ,0
hi bam follow bestfriend love lot :) see warsaw <3 love <3 x3 ,1
bout lay watch jurassic world love little movie night :) 💕 ,1
thank anshe :( idk can't bring get mind thank ,0
feel like relapse :-) ,1
manuel valls king seven kingdoms king andals first men :d ,1
wow luxord look really amazing new kingdom heart 3 promo art :) ,1
yes na sholong reject proposal :( gee u fly go gidi way i'm pamper lagos ehn ... ,0
price around 1600 i'm gonna forward info email decide interested :) ,1
anytime anytime :) ,1
maine abhi tak ye movie nhi dekhi promos se hi know best movie till date :) ,1
feeling unhappy today :-( ,0
today mean quiet day clean shop i'm super busy client :( ,0
ah dude :( ,0
upset promise us free ice cream mention city centre #thatscold #ubericecream :( ,0
that's great hear :d ,1
love #friday :) ,1
twist define hell feel like youve make break ... :) #teamnatural ,1
delphy injured :( ,0
survive another week without phone :( ,0
want go dance something someone pls take hike :( ,0
#justiceforsandrabland #sandrabland disturb show poor woman already dead mug shot :( ,0
feel good :( ,0
good cause i'd like upload :) ,1
thank i've send email :) ,1
love use :) ,1
i'm look forward mine go next year 3 :( ,0
assignment :( ,0
tbh dont know yet havent tell us much get back u :-) ,1
friday night live sth aus purchase digital pas still wait see delay :-( ,0
wifi steroid today :d ,1
want ram nlb :-( ,0
laomma design kebaya wedding dress bandung indonesia line laomma 7df89150 whatsapp 62 08962464174 7 instagram laomma_couture ,0
ago hogo vishaya adu bjp madatte anta vishwas ne illa :( ,0
happy birthday july 24th :) #superheroes #scififan ,1
noooooooooooooooooo cannot thing :-( :-( x ,0
thank screenshots po let take care spammer :) proceed c ... ,1
hi .. please say happybirthday :) thanksss :) — ,1
hey :) ,1
stats day arrive 1 new follower unfollowers :) via ,1
know happen :( ,0
hi julie i'm sorry feel way :( whats happen laura ,0
going sleep alone :( ,0
someone put lawn chair tree :( ,0
thanks fave :) ,1
jadi langsung flasback .. :( dont cry babyy ;( ,0
meet rakna :-) already love little guy much ,1
please sponsor us love :( would mean much beg please notice us ,0
guys nooooo :-( wow wow wow wow ,0
want world hulk hogan scrub wwe history :-( ,0
already :( ,0
.. sympathy laugh :) ,1
u fab :( therese hahahahaha cred ,0
follow back :) ,1
gutted reynold kind dessert season :( ,0
can't sleep :( ,0
thanks :-) ,1
call work :( ,0
really love — love thing :) ,1
haha alhamdullilah everything good im need talk :) ,1
think fifth album im :) okay :) fuck :) ,1
come :( ,0
erm what's like :( ,0
i'm able go :( association green councillors conference weekend ... ,0
ankle :( ,0
thanks amazing 4000 followers instagram ´ among yet feel free connect :-) ... ,1
could make foxy's song version instrumental form sound epic beat alone :) ,1
there's huge bag present luke can't open he's back work :-( ,0
think work seasonal really busy day ok deal weekend toilet break :p ,1
clan slot open :( ,0
happiness responsibilty ask others make happy :) #fb ,1
bcz kat reject like chem onscreen tho ... ofscreen kinda ignore :( :( ,0
nerve wrack test booset :( ,0
like :) ,1
party last night shame go :( would lovely see x ,0
damn cute :) ,1
like keep student busy practicing use english proactive environment :) ,1
neeeeeeeeeeeeeeeeein :( ,0
love much :) ,1
thank tweet :) ,1
follback :) ,1
dont snapchat :( ,0
thank lovely go write list one i've recommend see one choose budget big :( x ,0
ohmygod bad case scenario na tooooooo :( ,0
thanks play #journeyps4 :d ,1
thanks haha tell truth :) :) :) ,1
goodbye twitter long time :) ,1
exactly 6 min get work still luas right :) ,1
damnit :( ,0
that's shocking can't people live let live sometimes despair world :( hope ok ,0
i'm proud work hope enjoy let know view :) ,1
make smile :( ,0
dont know try anymore getting tire :( ,0
dying egg benny :( ,0
oh 😢 friend 8 year help :( ,0
yesss thank :d ,1
hey girl must.be dairy produxt want can't lactose intolerant :( ,0
huni :) xx ,1
miss youuuu kateee :( iloveyouu strong 😘 ,0
like ... put one side ... tell staff ... still like slot make look untouched :( ,0
head needed urgently ... pls apply within :-) ,1
yes sue bit dreary :( ,0
follow follow u back :) ,1
lovely intern leave us today :( look yummy treat bring us #yumyum ,0
min follback :) ,1
#sharethelove top highvalue member week :) ,1
iyalaya anybody would laugh today i'd wear shade round clock :( ,0
enjoy holiday :d ,1
thank much share delighted enjoy day us :-) ,1
ahah thanks candy axio remind lot white rabbit candy :d ,1
yay he's 23 alreaddyyy :( ,0
could please te member auto-followback :( thanks ,0
welcome thanks follow back :-) ,1
kinda :-( thank ill def th ,0
#followfriday top new follower community week :) ,1
laura dont meet next year im gonna sad :( ,0
yeahh they're actually floor closet i'm pretty sure they're high water :( ugly back ,0
great justice also text adventure :d ,1
jesus :d go first get rob ... ,1
＠ maverickgamer july 24 2015 07:24 pm :( ,0
always hair get long :( ,0
urquhart castle find event hope help :) ,1
well totally blew mind morning ,1
